Maths,Reading,Class.Type,Teaching.Experience,Sex,FreeLunch,Race
520,422,regular,3,boy,no,white
468,442,small.class,13,boy,no,white
449,405,regular.with.aide,9,boy,no,white
468,437,regular.with.aide,9,girl,no,white
576,580,regular.with.aide,14,girl,no,white
520,455,regular.with.aide,17,boy,no,white
513,456,regular,12,boy,no,white
520,492,small.class,9,boy,no,white
478,433,regular.with.aide,0,boy,yes,black
449,448,small.class,1,girl,yes,black
484,460,regular,12,boy,yes,white
478,461,regular,13,girl,yes,white
528,456,regular.with.aide,12,boy,no,white
484,407,regular.with.aide,21,girl,yes,black
473,413,regular.with.aide,21,girl,yes,black
528,465,regular.with.aide,9,girl,no,white
473,411,regular,6,boy,yes,white
468,411,regular,8,boy,yes,black
559,565,regular,3,girl,no,white
528,443,regular.with.aide,14,boy,no,white
444,437,small.class,9,girl,yes,white
536,411,regular,24,boy,yes,black
449,422,regular.with.aide,5,boy,no,white
463,434,regular.with.aide,9,girl,yes,white
500,474,regular,10,girl,yes,black
506,424,regular,6,boy,yes,white
423,386,small.class,3,boy,yes,black
468,408,regular,1,girl,yes,black
602,472,regular,6,girl,yes,black
506,448,regular.with.aide,12,boy,no,white
463,407,regular.with.aide,3,girl,yes,black
513,434,small.class,6,boy,yes,black
429,393,regular.with.aide,3,girl,yes,black
423,414,small.class,2,boy,yes,black
454,410,regular,6,boy,no,white
478,433,regular,5,boy,no,white
429,405,regular,13,girl,no,white
459,433,regular.with.aide,11,boy,no,white
506,425,regular,1,boy,yes,black
429,408,regular,1,boy,yes,black
468,445,regular,8,girl,no,white
528,478,regular,12,boy,yes,black
444,445,regular.with.aide,11,boy,no,white
484,450,regular,11,boy,no,white
473,430,regular,9,girl,yes,black
375,398,regular,6,boy,no,white
500,447,small.class,7,boy,no,white
528,440,regular.with.aide,16,girl,no,white
444,411,regular.with.aide,22,girl,yes,black
468,405,small.class,1,girl,yes,black
459,424,regular,11,boy,no,white
418,413,regular,6,boy,yes,black
528,456,regular,12,girl,yes,black
602,474,small.class,6,boy,yes,white
468,391,small.class,11,girl,no,white
520,483,regular.with.aide,20,boy,yes,black
429,424,small.class,10,girl,yes,black
494,425,regular.with.aide,11,boy,no,white
489,450,regular,16,girl,no,white
489,450,regular.with.aide,16,girl,no,white
506,465,regular.with.aide,9,girl,no,white
513,424,regular.with.aide,7,boy,no,black
494,463,small.class,9,boy,no,white
468,419,regular.with.aide,8,boy,yes,white
576,507,regular.with.aide,5,boy,no,white
494,416,regular,5,boy,no,white
434,402,regular.with.aide,7,girl,no,white
513,453,regular.with.aide,12,girl,no,white
513,448,regular.with.aide,17,boy,no,white
468,410,regular.with.aide,10,boy,no,white
478,414,regular.with.aide,11,girl,no,black
468,422,small.class,13,girl,yes,black
506,428,regular.with.aide,1,boy,yes,black
418,427,regular,0,girl,yes,black
463,428,regular.with.aide,27,boy,yes,white
434,413,regular,8,boy,yes,white
489,447,regular,5,girl,no,white
459,439,regular.with.aide,12,boy,no,black
468,436,regular.with.aide,8,boy,yes,white
602,436,regular,2,boy,no,white
506,527,regular.with.aide,20,boy,no,white
484,422,regular,13,boy,no,white
500,448,regular,14,boy,no,white
423,402,regular,18,girl,yes,white
506,476,small.class,18,girl,no,other
536,456,small.class,13,girl,no,white
459,427,regular.with.aide,9,boy,no,white
449,408,regular,9,girl,yes,black
444,421,regular.with.aide,12,boy,no,white
494,500,regular,10,girl,yes,black
547,514,regular,0,boy,no,white
449,437,regular.with.aide,13,girl,yes,white
536,456,regular.with.aide,2,boy,yes,white
626,545,regular.with.aide,8,girl,no,white
506,453,regular,2,girl,yes,white
405,402,small.class,2,girl,yes,black
454,414,small.class,2,boy,yes,black
459,400,small.class,4,girl,yes,white
478,460,regular.with.aide,20,girl,no,white
439,403,regular,1,boy,no,white
602,492,regular,5,girl,no,white
454,414,regular,5,girl,yes,black
478,424,regular.with.aide,20,girl,no,white
489,411,regular.with.aide,12,girl,no,white
500,433,regular.with.aide,1,girl,yes,black
444,416,regular.with.aide,7,girl,yes,black
454,437,small.class,10,boy,no,white
559,450,small.class,7,girl,no,white
536,443,small.class,13,girl,no,black
473,410,regular,13,boy,yes,white
459,410,regular,13,boy,no,white
423,419,regular.with.aide,10,boy,yes,black
429,403,regular,13,girl,yes,white
454,419,small.class,1,boy,yes,black
434,390,regular.with.aide,13,boy,yes,white
536,463,regular,12,boy,no,white
473,451,regular.with.aide,11,girl,yes,white
500,461,small.class,21,boy,yes,white
520,467,small.class,3,boy,no,black
506,497,small.class,12,boy,no,white
449,430,regular,3,boy,no,black
478,425,regular,7,boy,yes,black
494,443,regular.with.aide,12,girl,yes,white
506,472,small.class,21,girl,yes,white
473,424,regular.with.aide,5,boy,no,white
536,439,regular,12,girl,no,white
439,410,regular,8,girl,yes,white
449,434,small.class,11,boy,no,black
626,580,regular,15,girl,no,white
449,407,regular,2,girl,no,white
520,467,small.class,12,boy,yes,white
494,480,regular,16,boy,yes,black
468,439,small.class,2,boy,no,white
459,433,regular.with.aide,12,girl,yes,white
528,472,small.class,11,boy,yes,white
513,448,regular.with.aide,10,girl,no,black
478,405,regular,11,boy,yes,black
439,402,small.class,5,girl,no,white
468,418,small.class,12,boy,no,black
384,398,regular,6,boy,yes,black
513,503,regular,9,girl,no,black
506,465,small.class,3,boy,no,black
473,421,regular.with.aide,3,girl,no,white
468,434,regular.with.aide,9,boy,yes,black
412,393,regular.with.aide,12,girl,yes,white
473,419,small.class,4,boy,yes,white
506,453,small.class,8,boy,no,white
489,468,regular.with.aide,3,girl,yes,black
478,421,regular.with.aide,11,boy,yes,black
528,451,regular,9,girl,no,black
513,442,regular,13,boy,no,white
506,472,small.class,13,girl,no,white
536,480,regular,4,boy,no,white
500,468,small.class,5,boy,yes,black
484,478,regular,11,boy,yes,black
418,408,regular.with.aide,5,girl,yes,white
500,419,regular.with.aide,5,boy,yes,white
547,436,regular,24,boy,yes,black
520,532,small.class,8,boy,no,white
463,447,regular.with.aide,11,boy,no,white
444,430,small.class,7,boy,yes,white
536,460,regular,15,girl,no,white
423,416,regular,3,boy,no,white
444,445,regular,13,girl,no,white
513,437,small.class,12,boy,no,white
520,430,regular,16,girl,no,white
494,443,regular.with.aide,15,girl,yes,white
459,413,regular,8,boy,no,white
528,450,regular,1,boy,no,white
528,580,regular,19,boy,no,white
547,527,small.class,10,boy,no,white
513,425,small.class,6,girl,yes,white
444,431,regular,17,boy,no,white
429,403,small.class,8,boy,no,white
434,434,small.class,10,girl,no,white
520,453,small.class,8,boy,no,white
484,433,regular,9,girl,yes,black
463,418,regular.with.aide,11,girl,no,black
434,436,regular.with.aide,3,girl,no,white
513,451,regular.with.aide,11,girl,yes,black
473,421,regular,10,boy,yes,white
459,424,regular.with.aide,16,girl,yes,black
399,411,small.class,6,boy,yes,black
494,468,small.class,14,boy,no,white
449,407,regular.with.aide,11,boy,yes,black
528,437,regular,18,boy,yes,black
500,492,regular,11,girl,no,white
459,433,regular,0,girl,no,black
520,451,regular,13,girl,no,white
459,413,regular.with.aide,9,girl,yes,white
602,465,small.class,13,girl,yes,black
484,495,regular.with.aide,0,girl,no,white
500,439,regular,10,girl,yes,black
500,451,regular.with.aide,14,boy,no,white
559,447,small.class,9,girl,yes,white
536,431,regular,24,girl,yes,black
559,474,regular.with.aide,13,girl,no,white
489,465,regular,12,girl,yes,black
399,405,regular.with.aide,22,girl,yes,black
547,458,regular,0,girl,no,white
506,450,regular.with.aide,5,boy,yes,black
412,405,regular,3,girl,no,white
520,440,small.class,10,boy,no,white
576,463,small.class,6,girl,yes,black
399,391,regular,3,boy,yes,white
468,402,regular,0,girl,yes,white
434,419,regular,8,boy,no,white
576,605,regular,10,girl,no,white
399,397,small.class,6,boy,yes,black
489,451,regular.with.aide,4,girl,yes,white
500,421,regular.with.aide,10,boy,no,black
500,456,small.class,10,girl,yes,white
454,419,regular.with.aide,16,girl,yes,black
449,408,regular,6,girl,yes,black
559,472,regular.with.aide,6,girl,no,white
528,418,regular.with.aide,12,boy,no,white
454,436,small.class,5,boy,yes,white
434,430,regular.with.aide,13,boy,no,black
444,428,small.class,11,boy,yes,white
484,421,regular,12,boy,no,white
423,408,regular.with.aide,11,boy,no,white
473,503,regular,8,girl,no,white
520,436,regular.with.aide,20,girl,no,white
489,460,regular,8,girl,no,white
536,445,regular.with.aide,11,girl,no,white
454,416,regular,4,boy,yes,white
463,450,regular.with.aide,7,boy,no,white
439,382,small.class,8,boy,yes,white
506,428,regular.with.aide,3,boy,no,white
418,398,regular.with.aide,5,girl,yes,white
473,433,regular,10,boy,no,white
506,431,regular.with.aide,11,girl,no,black
494,421,regular.with.aide,12,boy,no,white
513,455,regular,0,boy,yes,black
559,472,regular,12,girl,no,white
473,410,regular.with.aide,12,boy,yes,white
478,433,small.class,2,boy,yes,black
459,407,regular,6,boy,yes,black
459,427,small.class,10,boy,no,white
536,433,regular.with.aide,3,boy,no,white
423,390,regular,6,girl,yes,black
473,424,regular.with.aide,2,girl,yes,black
520,440,regular,3,girl,no,white
484,384,regular,10,girl,yes,black
392,388,regular.with.aide,11,boy,yes,black
439,408,regular.with.aide,0,girl,yes,black
489,453,small.class,11,boy,no,black
559,450,small.class,12,boy,no,white
528,451,regular,12,girl,no,white
547,503,small.class,14,girl,no,white
418,400,small.class,10,girl,yes,white
434,408,small.class,1,girl,yes,black
434,408,small.class,12,girl,yes,black
528,476,small.class,10,boy,no,white
520,458,regular.with.aide,12,boy,no,white
429,402,regular,6,boy,yes,white
449,424,regular,10,girl,no,white
429,405,regular,3,boy,no,white
444,398,regular.with.aide,17,girl,no,white
459,436,regular.with.aide,14,girl,no,white
489,428,regular.with.aide,5,girl,yes,black
444,424,small.class,10,boy,yes,black
459,507,regular.with.aide,0,girl,yes,black
602,500,regular.with.aide,24,girl,yes,black
454,439,regular.with.aide,8,girl,yes,white
459,390,small.class,12,girl,no,white
494,440,regular,0,girl,no,white
429,391,regular,6,boy,yes,black
429,407,regular,2,boy,no,white
429,400,regular,12,boy,yes,black
500,403,small.class,5,boy,no,white
449,431,regular,13,boy,yes,white
528,490,regular.with.aide,10,girl,no,white
559,465,regular,11,boy,no,white
468,433,regular.with.aide,12,girl,yes,white
494,402,regular.with.aide,11,boy,no,white
559,470,small.class,7,girl,no,white
473,430,regular,10,boy,yes,black
468,455,regular,12,boy,no,white
489,439,regular.with.aide,0,boy,yes,black
559,532,regular,11,girl,no,white
478,463,regular.with.aide,14,girl,no,white
494,458,regular,13,boy,no,white
484,451,regular.with.aide,2,boy,no,white
489,436,small.class,27,boy,yes,white
559,448,small.class,4,boy,no,white
547,447,regular,12,girl,yes,white
468,418,small.class,20,boy,yes,white
489,455,regular.with.aide,12,boy,no,white
494,448,regular,5,boy,no,white
454,407,regular.with.aide,2,boy,no,black
418,419,regular.with.aide,11,boy,no,black
520,434,regular,12,girl,no,white
559,430,regular,6,boy,yes,black
547,487,small.class,0,boy,no,white
520,436,regular.with.aide,12,boy,no,white
559,463,small.class,1,boy,no,white
602,490,regular.with.aide,8,boy,no,white
429,390,regular,4,boy,no,white
412,398,small.class,12,boy,yes,black
468,436,regular,4,girl,no,white
547,495,regular,15,boy,yes,white
500,461,regular,10,boy,no,white
489,443,regular,13,girl,no,white
520,463,regular,19,girl,no,white
576,463,regular.with.aide,13,boy,no,white
513,422,regular.with.aide,21,boy,no,white
463,434,regular.with.aide,0,boy,no,white
602,461,small.class,3,boy,no,white
489,458,regular.with.aide,0,girl,no,white
559,500,small.class,3,boy,no,black
547,445,regular,0,boy,no,white
494,463,regular.with.aide,20,boy,no,white
463,436,regular,6,boy,yes,white
536,470,small.class,7,girl,yes,white
454,430,regular,12,girl,no,white
423,443,regular.with.aide,8,boy,yes,white
576,455,small.class,21,girl,no,white
412,407,small.class,10,boy,no,white
434,411,small.class,3,girl,yes,white
459,422,regular,8,boy,no,white
429,410,regular,0,boy,yes,black
494,451,regular.with.aide,14,boy,no,white
459,422,small.class,15,girl,yes,white
576,627,small.class,3,boy,no,white
459,425,regular.with.aide,11,boy,yes,white
468,405,regular.with.aide,7,boy,yes,black
454,427,small.class,10,boy,yes,black
444,437,regular.with.aide,7,boy,no,white
449,428,small.class,7,girl,yes,white
449,433,small.class,8,boy,no,white
423,408,regular.with.aide,17,girl,yes,black
500,419,regular.with.aide,9,girl,yes,white
459,407,regular.with.aide,5,boy,yes,white
449,411,small.class,2,boy,yes,white
459,418,regular,11,boy,yes,black
484,455,regular.with.aide,11,boy,yes,white
602,485,regular,8,girl,no,white
489,472,regular,20,girl,no,white
454,416,small.class,0,girl,no,white
418,405,regular.with.aide,11,boy,yes,white
439,440,regular,24,boy,yes,black
459,427,regular.with.aide,9,boy,no,white
405,405,regular.with.aide,17,girl,yes,black
513,445,regular,2,girl,no,white
513,439,regular,7,girl,yes,black
513,474,regular.with.aide,14,girl,no,white
423,407,regular.with.aide,5,boy,yes,black
468,421,regular.with.aide,9,girl,no,white
500,421,regular,13,boy,no,white
412,402,regular,1,girl,yes,white
405,422,regular.with.aide,6,boy,no,white
444,382,regular,11,boy,no,white
494,451,small.class,5,boy,no,white
473,434,regular.with.aide,17,boy,yes,black
468,437,small.class,2,girl,yes,white
626,518,regular.with.aide,6,girl,no,white
559,492,regular.with.aide,12,boy,no,white
513,413,regular,5,girl,no,white
468,437,small.class,13,boy,yes,black
463,427,regular,1,boy,yes,white
484,393,regular,10,boy,no,white
484,474,regular.with.aide,13,girl,no,white
392,380,regular,3,girl,yes,black
626,518,regular.with.aide,24,girl,yes,black
547,442,regular,13,girl,no,white
513,448,small.class,1,boy,yes,black
513,448,regular.with.aide,10,girl,yes,white
439,431,small.class,5,boy,yes,white
489,422,small.class,6,boy,yes,white
520,455,regular.with.aide,5,boy,no,white
494,434,regular,9,girl,yes,black
439,410,regular,10,boy,yes,black
500,431,small.class,14,boy,no,white
449,424,regular.with.aide,9,girl,no,black
429,443,regular.with.aide,11,boy,yes,black
500,414,regular.with.aide,8,girl,no,white
439,418,regular.with.aide,2,girl,yes,black
454,437,regular.with.aide,1,boy,yes,black
468,433,regular,3,girl,yes,white
423,408,regular,6,boy,yes,white
454,442,regular.with.aide,12,boy,no,white
463,428,regular.with.aide,13,girl,no,white
559,472,regular.with.aide,14,boy,yes,white
602,463,small.class,6,boy,yes,black
468,405,regular,6,girl,no,black
528,451,small.class,5,boy,no,white
489,463,regular,11,boy,no,white
473,425,regular,16,boy,no,white
473,474,regular,15,girl,no,white
484,474,regular,12,boy,no,white
454,402,regular.with.aide,16,boy,yes,black
439,458,small.class,1,girl,yes,black
463,411,regular.with.aide,9,girl,yes,white
500,436,small.class,15,boy,no,white
463,410,small.class,3,boy,yes,black
513,472,regular,6,girl,no,white
454,447,regular.with.aide,17,boy,no,white
468,425,regular,4,girl,yes,black
434,395,regular,6,boy,yes,black
520,472,regular.with.aide,8,girl,no,white
536,472,regular,6,boy,no,white
478,448,regular.with.aide,3,girl,yes,white
449,430,regular.with.aide,5,girl,yes,black
478,407,regular,12,boy,yes,black
449,407,regular.with.aide,1,boy,yes,black
454,411,regular,2,girl,no,white
559,468,regular.with.aide,10,boy,no,white
454,414,regular.with.aide,4,boy,yes,white
602,456,small.class,4,girl,no,white
459,410,small.class,15,girl,yes,white
468,443,regular.with.aide,0,boy,yes,black
547,468,regular.with.aide,13,girl,no,white
434,414,small.class,5,boy,no,white
473,430,regular.with.aide,15,boy,no,white
429,395,regular,12,girl,yes,white
449,410,regular,5,girl,yes,black
547,427,regular.with.aide,11,boy,yes,black
412,413,regular.with.aide,10,boy,yes,white
459,430,regular,13,girl,yes,white
528,460,regular,8,girl,no,white
459,427,regular.with.aide,7,boy,yes,white
473,419,regular,8,girl,no,white
434,419,regular.with.aide,3,girl,no,white
494,416,regular.with.aide,2,boy,yes,white
449,408,small.class,15,boy,no,white
478,445,regular,3,girl,no,white
536,443,regular,10,girl,yes,black
494,414,regular.with.aide,1,girl,yes,black
536,460,small.class,6,boy,no,white
484,448,regular,8,girl,no,white
454,458,small.class,2,girl,yes,white
429,405,small.class,20,boy,no,white
484,437,small.class,1,girl,no,white
434,397,regular.with.aide,6,boy,yes,black
454,460,small.class,1,girl,no,white
520,453,regular,1,boy,no,black
520,463,regular,22,girl,no,white
626,461,regular.with.aide,24,girl,yes,black
547,463,small.class,5,girl,no,black
449,405,regular.with.aide,7,boy,no,white
444,425,regular,11,boy,yes,white
576,472,regular,6,girl,yes,white
468,428,regular,12,boy,no,white
494,448,regular.with.aide,1,girl,yes,black
513,453,regular.with.aide,9,boy,yes,black
365,346,regular,0,girl,yes,black
439,419,regular,20,boy,yes,white
547,465,regular,20,girl,no,black
423,393,regular.with.aide,2,boy,no,white
439,421,small.class,17,boy,no,white
399,388,regular,6,boy,no,white
559,453,regular.with.aide,5,girl,no,white
500,450,regular.with.aide,14,girl,yes,white
506,447,regular,8,boy,no,white
547,472,regular,4,girl,yes,white
576,451,regular,20,girl,yes,white
449,407,small.class,11,girl,yes,white
559,460,regular,13,girl,no,white
506,436,regular,10,boy,yes,black
412,410,regular.with.aide,3,boy,no,white
484,407,small.class,15,boy,yes,white
513,445,regular.with.aide,5,boy,yes,white
513,428,regular.with.aide,7,boy,no,white
520,431,small.class,20,boy,no,white
520,443,small.class,3,girl,yes,black
547,461,regular,16,girl,no,white
528,514,small.class,13,boy,yes,white
536,430,regular.with.aide,17,girl,yes,black
520,460,small.class,15,boy,no,white
484,448,small.class,15,girl,no,white
489,430,small.class,14,girl,yes,black
506,538,regular,5,girl,no,white
489,442,regular,15,girl,no,white
439,451,regular.with.aide,9,boy,yes,other
520,518,regular.with.aide,8,girl,no,white
484,425,small.class,15,boy,yes,white
547,456,small.class,14,boy,no,white
412,400,regular,12,boy,yes,black
513,447,small.class,6,boy,yes,white
528,463,regular.with.aide,11,girl,no,white
444,447,small.class,14,girl,yes,black
468,405,regular,4,boy,yes,white
506,433,small.class,13,girl,no,black
468,442,regular.with.aide,15,girl,no,white
489,428,regular.with.aide,8,girl,no,white
439,419,small.class,1,boy,no,black
473,445,regular.with.aide,15,boy,no,white
513,408,regular.with.aide,0,girl,yes,white
449,422,regular,3,boy,no,white
489,467,regular,10,boy,no,white
513,436,small.class,1,girl,yes,black
463,411,small.class,5,girl,yes,white
439,410,regular,6,boy,yes,black
484,434,regular.with.aide,17,girl,yes,black
513,474,regular,2,girl,yes,white
506,455,regular,20,girl,yes,white
459,419,regular,18,boy,no,white
602,507,regular,0,girl,no,white
520,453,regular,10,girl,no,white
547,455,regular,24,girl,yes,black
478,410,regular,2,girl,yes,white
463,414,regular,8,girl,no,white
484,431,regular,8,girl,no,white
576,580,small.class,8,boy,no,white
463,427,regular,15,boy,no,white
506,425,regular,8,boy,yes,white
412,410,regular,16,boy,yes,white
444,402,regular,1,boy,yes,black
484,427,regular,6,boy,no,white
576,427,regular,5,girl,no,black
423,386,regular,6,girl,yes,black
405,391,regular,2,girl,yes,black
506,421,small.class,6,boy,yes,black
500,451,regular,8,boy,no,white
513,416,regular,6,boy,no,white
454,414,regular,17,boy,no,white
576,490,regular,20,boy,no,white
454,439,regular,13,boy,yes,white
489,428,regular.with.aide,13,boy,yes,white
602,451,small.class,9,girl,no,white
500,451,regular,16,girl,no,black
434,422,small.class,1,boy,yes,black
559,472,regular.with.aide,7,boy,yes,white
528,467,small.class,6,girl,no,white
449,400,small.class,15,boy,no,white
449,418,regular.with.aide,5,girl,yes,black
559,503,small.class,15,boy,no,white
418,411,regular.with.aide,6,boy,yes,black
473,400,regular,6,girl,no,black
520,428,regular,10,boy,yes,white
484,431,regular,19,boy,no,white
463,416,small.class,12,girl,no,white
473,443,regular,6,boy,no,black
459,424,small.class,8,boy,yes,white
444,400,regular,6,boy,no,black
506,428,regular.with.aide,13,boy,no,white
513,458,regular.with.aide,14,girl,no,white
494,443,small.class,2,boy,yes,black
478,445,regular.with.aide,10,boy,yes,black
478,455,regular.with.aide,13,boy,yes,white
468,439,regular,0,boy,no,black
405,386,regular,1,girl,yes,white
412,418,small.class,12,girl,yes,black
423,414,regular.with.aide,5,girl,yes,black
392,403,regular.with.aide,13,boy,no,white
520,430,regular,4,girl,no,white
489,451,regular.with.aide,2,girl,no,white
520,443,regular,13,girl,no,white
434,421,regular.with.aide,8,boy,no,white
513,445,regular,1,girl,no,white
520,442,regular.with.aide,8,boy,no,white
576,495,regular,15,girl,no,white
626,474,small.class,6,boy,no,white
384,380,small.class,19,boy,yes,white
513,458,regular.with.aide,14,boy,no,white
536,439,regular,0,girl,yes,black
412,422,regular,8,boy,yes,black
473,437,regular.with.aide,12,boy,yes,white
494,443,small.class,8,boy,no,black
405,405,regular.with.aide,8,girl,yes,white
484,461,regular,5,boy,no,white
478,427,regular,10,girl,no,white
500,453,small.class,12,girl,no,white
484,418,small.class,12,girl,no,white
473,448,regular.with.aide,1,girl,no,black
478,456,regular.with.aide,11,girl,no,white
489,434,regular,20,boy,yes,white
459,413,regular,16,girl,yes,white
513,470,regular,8,boy,no,white
478,455,regular,15,boy,no,white
429,408,small.class,3,girl,no,white
484,440,regular.with.aide,21,girl,yes,white
528,450,small.class,8,girl,yes,white
478,425,regular.with.aide,3,boy,no,white
484,422,regular,20,boy,yes,white
528,453,regular.with.aide,15,girl,no,white
547,492,small.class,3,girl,yes,white
434,376,small.class,11,boy,yes,black
484,431,regular,11,girl,yes,black
423,424,regular,8,boy,yes,white
468,431,regular,2,boy,yes,black
468,410,regular.with.aide,2,boy,yes,white
602,514,regular,15,boy,no,white
473,413,regular.with.aide,13,boy,no,white
478,403,regular,13,girl,no,white
463,418,small.class,0,boy,no,white
473,437,regular.with.aide,6,boy,no,white
412,413,regular,12,girl,yes,white
500,416,regular,8,girl,yes,white
478,472,regular,15,girl,no,white
484,439,small.class,13,boy,no,white
494,439,regular.with.aide,5,girl,yes,white
484,418,regular.with.aide,21,girl,yes,black
434,414,small.class,1,girl,yes,black
459,447,small.class,7,girl,no,white
459,424,small.class,12,boy,yes,white
506,487,small.class,13,girl,no,black
434,380,regular,3,girl,no,white
454,403,regular,10,boy,yes,black
439,397,regular,3,boy,no,black
449,414,regular,13,boy,yes,white
528,443,small.class,14,girl,no,white
478,422,small.class,20,girl,no,black
576,487,regular.with.aide,13,girl,no,white
506,458,regular.with.aide,3,girl,no,white
459,439,small.class,2,girl,no,white
444,437,regular.with.aide,10,girl,yes,black
405,403,regular,10,boy,yes,black
463,403,small.class,15,boy,no,white
412,400,regular,3,girl,yes,black
468,416,regular,0,girl,yes,black
459,439,regular.with.aide,12,girl,no,white
473,430,small.class,9,boy,yes,white
489,430,regular,11,girl,yes,black
494,492,regular,16,boy,no,white
478,436,regular.with.aide,12,girl,yes,black
439,418,regular.with.aide,12,boy,no,white
536,476,regular.with.aide,18,girl,no,white
459,427,regular.with.aide,12,boy,yes,white
412,437,small.class,10,girl,no,white
478,437,regular,15,boy,no,white
444,437,regular.with.aide,11,girl,yes,white
576,468,small.class,4,boy,yes,white
506,490,regular.with.aide,13,boy,no,white
418,402,small.class,4,girl,yes,white
528,453,regular,11,boy,no,other
506,437,regular.with.aide,16,boy,yes,black
506,514,regular.with.aide,9,boy,yes,black
459,413,regular,7,boy,yes,black
468,433,small.class,3,boy,yes,black
513,447,regular,4,girl,no,black
463,430,regular,13,boy,no,white
405,398,regular.with.aide,7,girl,yes,black
506,456,small.class,12,boy,yes,black
559,458,regular.with.aide,8,girl,no,white
494,442,small.class,13,girl,no,black
468,453,regular,11,girl,no,white
536,456,regular.with.aide,12,girl,yes,white
484,414,small.class,11,boy,no,white
423,421,small.class,1,boy,yes,black
520,458,regular,6,boy,no,white
484,465,regular.with.aide,14,boy,no,white
459,411,small.class,16,boy,no,white
384,419,regular.with.aide,0,boy,yes,black
444,421,small.class,14,boy,yes,black
489,458,small.class,10,boy,no,other
506,451,regular,3,girl,no,white
576,470,regular.with.aide,9,boy,yes,white
434,402,regular,13,girl,yes,white
449,421,regular.with.aide,12,girl,no,black
547,497,regular.with.aide,9,girl,no,white
434,421,regular,13,boy,no,white
626,627,regular.with.aide,5,girl,no,black
489,456,regular.with.aide,3,girl,yes,black
547,445,regular.with.aide,8,girl,no,white
513,463,regular,13,boy,no,white
513,433,regular,4,girl,yes,white
449,440,small.class,3,boy,yes,black
454,410,regular.with.aide,17,girl,no,white
520,474,regular.with.aide,18,girl,no,white
449,418,regular.with.aide,13,boy,yes,white
513,422,regular,1,girl,yes,black
536,424,small.class,3,boy,no,white
434,418,regular,8,girl,yes,white
459,416,regular.with.aide,0,boy,yes,white
454,416,small.class,20,boy,no,white
528,448,regular.with.aide,12,girl,no,white
500,418,regular.with.aide,10,boy,yes,black
463,424,small.class,6,boy,yes,white
392,403,regular,22,boy,yes,white
468,428,regular,8,girl,no,white
513,436,regular,8,boy,no,white
520,424,regular.with.aide,1,girl,yes,black
444,393,small.class,22,girl,no,white
468,453,regular,24,boy,yes,black
520,440,regular,13,girl,no,white
468,422,small.class,16,girl,no,black
547,483,regular,10,girl,no,white
444,421,small.class,5,girl,no,black
423,397,small.class,11,boy,no,white
576,467,regular,13,boy,yes,white
429,418,regular,8,boy,no,white
459,421,small.class,6,boy,no,black
444,405,regular.with.aide,7,girl,no,white
513,554,small.class,19,girl,no,white
489,428,regular.with.aide,8,girl,no,white
602,463,small.class,14,boy,yes,white
520,518,regular,13,girl,no,white
434,421,regular,8,girl,yes,black
439,398,regular.with.aide,12,boy,no,black
489,465,regular.with.aide,10,girl,yes,white
454,419,regular.with.aide,17,girl,yes,black
520,450,regular.with.aide,9,girl,no,white
468,413,small.class,8,girl,yes,black
528,424,small.class,12,girl,yes,white
418,398,regular.with.aide,7,girl,yes,white
459,413,regular.with.aide,15,boy,no,black
489,416,regular.with.aide,8,boy,no,white
463,422,regular.with.aide,8,girl,yes,black
602,490,regular,20,girl,no,black
547,447,regular.with.aide,10,girl,yes,black
468,380,regular,1,boy,yes,black
444,384,regular.with.aide,12,boy,yes,white
434,430,regular.with.aide,5,boy,yes,black
528,437,regular.with.aide,8,boy,no,white
459,436,regular.with.aide,0,girl,yes,black
520,447,small.class,6,boy,no,black
454,434,small.class,8,girl,no,white
405,380,regular,6,girl,yes,black
536,490,small.class,2,boy,yes,black
494,410,regular.with.aide,17,girl,no,white
489,461,regular,3,girl,no,white
494,458,regular,5,girl,yes,black
528,480,small.class,8,girl,no,white
473,407,regular.with.aide,12,boy,yes,white
478,433,regular,5,girl,no,white
559,495,regular,2,girl,yes,white
602,468,small.class,11,boy,no,white
506,443,regular.with.aide,12,girl,yes,black
489,447,regular.with.aide,10,girl,no,white
513,418,regular.with.aide,9,girl,yes,black
494,430,regular,24,girl,yes,black
412,416,regular,8,girl,no,white
473,447,small.class,5,girl,no,white
547,497,regular,10,girl,no,white
559,492,small.class,21,girl,no,black
536,463,small.class,5,boy,yes,black
528,425,regular,1,girl,yes,black
489,467,regular,8,boy,no,white
547,527,small.class,10,boy,no,white
489,425,regular,2,girl,yes,white
478,434,small.class,15,girl,no,white
500,497,regular.with.aide,11,boy,no,white
520,476,small.class,11,girl,yes,black
434,431,small.class,17,boy,no,white
528,437,regular,15,girl,no,white
412,411,regular,11,boy,yes,white
513,463,small.class,19,girl,no,white
405,380,small.class,15,boy,yes,black
468,439,regular.with.aide,12,girl,no,black
506,485,small.class,16,boy,no,white
484,422,small.class,6,girl,no,white
500,447,small.class,13,girl,no,white
520,472,small.class,5,boy,no,white
478,414,small.class,6,boy,yes,black
484,465,small.class,8,boy,no,white
489,434,small.class,2,girl,no,white
559,468,regular.with.aide,12,girl,no,white
399,416,small.class,3,boy,yes,black
506,460,regular.with.aide,14,girl,no,white
506,439,small.class,8,boy,no,white
473,434,regular,10,boy,no,white
528,425,small.class,6,girl,yes,white
454,410,small.class,15,girl,yes,white
